Date,Zipcode,Pollutant,Avg Concentration (ug/m3),Daily Avg AQI,Daily Max AQI,AQI Category
2026-06-08,10010,PM10,8.39,6.4,7,Good
2026-06-08,10010,Ozone,79.5,38.2,54,Moderate
2026-06-08,10010,Nitrogen Dioxide,10.57,5.2,17,Good
2026-06-08,10010,Sulphur Dioxide,1.56,1.0,1,Good
2026-06-08,10010,Carbon Monoxide,139.29,1.0,1,Good
2026-06-08,10010,Overall,,42.0,54,Moderate
2026-06-09,10010,PM2.5,12.92,50.0,57,Moderate
2026-06-09,10010,PM10,13.96,9.5,12,Good
2026-06-09,10010,Ozone,79.62,38.2,74,Moderate
2026-06-09,10010,Nitrogen Dioxide,18.2,9.0,17,Good
2026-06-09,10010,Sulphur Dioxide,1.9,1.0,1,Good
2026-06-09,10010,Carbon Monoxide,154.54,1.5,2,Good
2026-06-09,10010,Overall,,52.7,74,Moderate
2026-06-10,10010,PM2.5,17.63,62.2,66,Moderate
2026-06-10,10010,PM10,20.17,15.9,19,Good
2026-06-10,10010,Ozone,79.33,39.4,69,Moderate
2026-06-10,10010,Nitrogen Dioxide,21.83,10.8,19,Good
2026-06-10,10010,Sulphur Dioxide,2.27,1.2,2,Good
2026-06-10,10010,Carbon Monoxide,174.33,1.9,2,Good
2026-06-10,10010,Overall,,62.3,69,Moderate
2026-06-11,10010,PM2.5,11.75,63.1,68,Moderate
2026-06-11,10010,PM10,11.97,15.6,19,Good
2026-06-11,10010,Ozone,92.21,51.2,110,Unhealthy for Sensitive Groups
2026-06-11,10010,Nitrogen Dioxide,17.6,8.6,17,Good
2026-06-11,10010,Sulphur Dioxide,1.8,1.0,1,Good
2026-06-11,10010,Carbon Monoxide,199.92,2.0,2,Good
2026-06-11,10010,Overall,,73.5,110,Unhealthy for Sensitive Groups
2026-06-12,10010,PM2.5,10.78,51.5,55,Moderate
2026-06-12,10010,PM10,11.42,9.3,11,Good
2026-06-12,10010,Ozone,92.75,49.5,90,Moderate
2026-06-12,10010,Nitrogen Dioxide,11.43,5.5,10,Good
2026-06-12,10010,Sulphur Dioxide,1.47,1.0,1,Good
2026-06-12,10010,Carbon Monoxide,163.21,1.7,2,Good
2026-06-12,10010,Overall,,59.4,90,Moderate
2026-06-13,10010,PM2.5,5.69,47.0,54,Moderate
2026-06-13,10010,PM10,6.16,8.6,11,Good
2026-06-13,10010,Ozone,92.62,47.4,73,Moderate
2026-06-13,10010,Nitrogen Dioxide,9.4,4.5,23,Good
2026-06-13,10010,Sulphur Dioxide,1.07,0.6,1,Good
2026-06-13,10010,Carbon Monoxide,151.75,1.3,2,Good
2026-06-13,10010,Overall,,55.0,73,Moderate
2026-06-14,10010,PM2.5,13.63,49.0,59,Moderate
2026-06-14,10010,PM10,14.47,9.3,13,Good
2026-06-14,10010,Ozone,94.0,53.8,119,Unhealthy for Sensitive Groups
2026-06-14,10010,Nitrogen Dioxide,20.14,10.0,25,Good
2026-06-14,10010,Sulphur Dioxide,2.06,1.1,2,Good
2026-06-14,10010,Carbon Monoxide,166.33,1.8,2,Good
2026-06-14,10010,Overall,,65.2,119,Unhealthy for Sensitive Groups
2026-06-15,10010,PM2.5,7.47,51.4,59,Moderate
2026-06-15,10010,PM10,7.93,10.2,13,Good
2026-06-15,10010,Ozone,76.42,39.6,62,Moderate
2026-06-15,10010,Nitrogen Dioxide,7.73,3.8,9,Good
2026-06-15,10010,Sulphur Dioxide,0.81,0.3,1,Good
2026-06-15,10010,Carbon Monoxide,133.79,1.0,1,Good
2026-06-15,10010,Overall,,51.5,62,Moderate
2026-06-16,10010,PM2.5,7.26,41.6,45,Good
2026-06-16,10010,PM10,7.63,7.1,8,Good
2026-06-16,10010,Ozone,77.83,36.8,75,Moderate
2026-06-16,10010,Nitrogen Dioxide,12.1,5.9,16,Good
2026-06-16,10010,Sulphur Dioxide,1.49,0.9,1,Good
2026-06-16,10010,Carbon Monoxide,141.25,1.0,1,Good
2026-06-16,10010,Overall,,48.8,75,Moderate
2026-06-17,10010,PM2.5,15.51,55.4,63,Moderate
2026-06-17,10010,PM10,18.35,12.8,17,Good
2026-06-17,10010,Ozone,84.79,43.8,81,Moderate
2026-06-17,10010,Nitrogen Dioxide,19.1,9.5,19,Good
2026-06-17,10010,Sulphur Dioxide,2.2,1.2,2,Good
2026-06-17,10010,Carbon Monoxide,149.67,1.4,2,Good
2026-06-17,10010,Overall,,58.5,81,Moderate
2026-06-18,10010,PM2.5,9.12,54.5,62,Moderate
2026-06-18,10010,PM10,10.15,12.0,17,Good
2026-06-18,10010,Ozone,99.29,48.8,75,Moderate
2026-06-18,10010,Nitrogen Dioxide,9.75,4.8,9,Good
2026-06-18,10010,Sulphur Dioxide,1.39,1.0,1,Good
2026-06-18,10010,Carbon Monoxide,152.42,1.5,2,Good
2026-06-18,10010,Overall,,59.7,75,Moderate
2026-06-19,10010,PM2.5,6.52,44.2,50,Good
2026-06-19,10010,PM10,6.92,7.7,9,Good
2026-06-19,10010,Ozone,89.0,43.3,54,Moderate
2026-06-19,10010,Nitrogen Dioxide,4.94,2.4,5,Good
2026-06-19,10010,Sulphur Dioxide,0.71,0.1,1,Good
2026-06-19,10010,Carbon Monoxide,125.92,1.0,1,Good
2026-06-19,10010,Overall,,47.3,54,Moderate
2026-06-20,10010,PM2.5,4.54,27.9,36,Good
2026-06-20,10010,PM10,4.74,4.9,6,Good
2026-06-20,10010,Ozone,75.58,36.3,42,Good
2026-06-20,10010,Nitrogen Dioxide,5.74,2.8,12,Good
2026-06-20,10010,Sulphur Dioxide,0.65,0.0,0,Good
2026-06-20,10010,Carbon Monoxide,114.96,1.0,1,Good
2026-06-20,10010,Overall,,36.7,42,Good
2026-06-21,10010,PM2.5,12.52,47.4,55,Moderate
2026-06-21,10010,PM10,12.8,8.7,11,Good
2026-06-21,10010,Ozone,69.46,34.1,68,Moderate
2026-06-21,10010,Nitrogen Dioxide,21.72,10.5,38,Good
2026-06-21,10010,Sulphur Dioxide,1.2,0.6,1,Good
2026-06-21,10010,Carbon Monoxide,143.58,1.0,1,Good
2026-06-21,10010,Overall,,49.9,68,Moderate
2026-06-22,10010,PM2.5,24.9,73.5,84,Moderate
2026-06-22,10010,PM10,27.12,20.5,27,Good
2026-06-22,10010,Ozone,53.79,23.8,46,Good
2026-06-22,10010,Nitrogen Dioxide,43.15,21.2,43,Good
2026-06-22,10010,Sulphur Dioxide,2.27,1.2,2,Good
2026-06-22,10010,Carbon Monoxide,183.79,1.7,2,Good
2026-06-22,10010,Overall,,73.5,84,Moderate
2026-06-23,10010,PM2.5,11.45,59.1,80,Moderate
2026-06-23,10010,PM10,11.73,14.0,25,Good
2026-06-23,10010,Ozone,55.62,30.0,41,Good
2026-06-23,10010,Nitrogen Dioxide,21.79,10.8,27,Good
2026-06-23,10010,Sulphur Dioxide,1.48,1.0,1,Good
2026-06-23,10010,Carbon Monoxide,228.88,1.7,3,Good
2026-06-23,10010,Overall,,59.1,80,Moderate
2026-06-24,10010,PM2.5,8.96,54.5,56,Moderate
2026-06-24,10010,PM10,9.52,10.5,11,Good
2026-06-24,10010,Ozone,63.79,28.1,42,Good
2026-06-24,10010,Nitrogen Dioxide,12.39,6.0,21,Good
2026-06-24,10010,Sulphur Dioxide,0.77,0.2,1,Good
2026-06-24,10010,Carbon Monoxide,177.75,1.8,4,Good
2026-06-24,10010,Overall,,54.5,56,Moderate
2026-06-25,10010,PM2.5,15.1,57.4,62,Moderate
2026-06-25,10010,PM10,15.93,12.5,14,Good
2026-06-25,10010,Ozone,70.83,32.2,78,Moderate
2026-06-25,10010,Nitrogen Dioxide,24.91,12.3,25,Good
2026-06-25,10010,Sulphur Dioxide,1.88,1.1,2,Good
2026-06-25,10010,Carbon Monoxide,189.75,2.0,3,Good
2026-06-25,10010,Overall,,60.2,78,Moderate
2026-06-26,10010,PM2.5,15.27,58.1,62,Moderate
2026-06-26,10010,PM10,16.43,13.1,14,Good
2026-06-26,10010,Ozone,89.79,47.6,71,Moderate
2026-06-26,10010,Nitrogen Dioxide,19.01,9.4,26,Good
2026-06-26,10010,Sulphur Dioxide,1.89,1.0,1,Good
2026-06-26,10010,Carbon Monoxide,153.96,1.3,2,Good
2026-06-26,10010,Overall,,59.9,71,Moderate
2026-06-27,10010,PM2.5,29.2,74.0,86,Moderate
2026-06-27,10010,PM10,29.79,20.4,26,Good
2026-06-27,10010,Ozone,75.17,37.4,72,Moderate
2026-06-27,10010,Nitrogen Dioxide,32.74,16.2,59,Moderate
2026-06-27,10010,Sulphur Dioxide,2.8,1.5,2,Good
2026-06-27,10010,Carbon Monoxide,186.42,2.0,2,Good
2026-06-27,10010,Overall,,74.0,86,Moderate
2026-06-28,10010,PM2.5,45.66,123.5,137,Unhealthy for Sensitive Groups
2026-06-28,10010,PM10,46.7,41.3,47,Good
2026-06-28,10010,Ozone,86.12,56.8,159,Unhealthy
2026-06-28,10010,Nitrogen Dioxide,53.19,26.6,63,Moderate
2026-06-28,10010,Sulphur Dioxide,3.43,1.8,3,Good
2026-06-28,10010,Carbon Monoxide,168.75,1.7,2,Good
2026-06-28,10010,Overall,,126.2,159,Unhealthy
2026-06-29,10010,PM2.5,28.39,95.7,125,Unhealthy for Sensitive Groups
2026-06-29,10010,PM10,30.02,31.5,42,Good
2026-06-29,10010,Ozone,98.29,66.4,159,Unhealthy
2026-06-29,10010,Nitrogen Dioxide,35.49,17.6,42,Good
2026-06-29,10010,Sulphur Dioxide,2.92,1.6,2,Good
2026-06-29,10010,Carbon Monoxide,199.96,1.9,2,Good
2026-06-29,10010,Overall,,113.0,159,Unhealthy
2026-06-30,10010,PM2.5,16.55,73.1,87,Moderate
2026-06-30,10010,PM10,17.43,20.3,27,Good
2026-06-30,10010,Ozone,101.71,67.1,134,Unhealthy for Sensitive Groups
2026-06-30,10010,Nitrogen Dioxide,18.78,9.3,15,Good
2026-06-30,10010,Sulphur Dioxide,2.17,1.0,1,Good
2026-06-30,10010,Carbon Monoxide,159.04,1.8,2,Good
2026-06-30,10010,Overall,,89.3,134,Unhealthy for Sensitive Groups
2026-07-01,10010,PM2.5,18.39,62.4,66,Moderate
2026-07-01,10010,PM10,21.4,15.6,19,Good
2026-07-01,10010,Ozone,105.67,72.2,153,Unhealthy
2026-07-01,10010,Nitrogen Dioxide,18.09,9.0,35,Good
2026-07-01,10010,Sulphur Dioxide,2.18,1.1,2,Good
2026-07-01,10010,Carbon Monoxide,164.58,1.2,2,Good
2026-07-01,10010,Overall,,85.5,153,Unhealthy
2026-07-02,10010,PM2.5,22.94,77.2,81,Moderate
2026-07-02,10010,PM10,26.6,24.5,27,Good
2026-07-02,10010,Ozone,103.58,63.5,135,Unhealthy for Sensitive Groups
2026-07-02,10010,Nitrogen Dioxide,24.42,12.0,35,Good
2026-07-02,10010,Sulphur Dioxide,2.47,1.4,2,Good
2026-07-02,10010,Carbon Monoxide,193.5,2.0,2,Good
2026-07-02,10010,Overall,,89.8,135,Unhealthy for Sensitive Groups
2026-07-03,10010,PM2.5,10.59,61.4,76,Moderate
2026-07-03,10010,PM10,11.76,16.0,24,Good
2026-07-03,10010,Ozone,99.96,59.7,106,Unhealthy for Sensitive Groups
2026-07-03,10010,Nitrogen Dioxide,10.94,5.4,13,Good
2026-07-03,10010,Sulphur Dioxide,1.52,1.0,1,Good
2026-07-03,10010,Carbon Monoxide,160.96,1.4,2,Good
2026-07-03,10010,Overall,,74.1,106,Unhealthy for Sensitive Groups
2026-07-04,10010,PM2.5,14.35,57.9,61,Moderate
2026-07-04,10010,PM10,15.4,13.2,15,Good
2026-07-04,10010,Ozone,101.29,59.3,117,Unhealthy for Sensitive Groups
2026-07-04,10010,Nitrogen Dioxide,13.09,6.3,21,Good
2026-07-04,10010,Sulphur Dioxide,1.45,0.9,1,Good
2026-07-04,10010,Carbon Monoxide,147.08,1.3,2,Good
2026-07-04,10010,Overall,,72.5,117,Unhealthy for Sensitive Groups
2026-07-05,10010,PM2.5,19.4,63.6,70,Moderate
2026-07-05,10010,PM10,20.29,15.3,19,Good
2026-07-05,10010,Ozone,100.62,61.3,133,Unhealthy for Sensitive Groups
2026-07-05,10010,Nitrogen Dioxide,20.0,9.8,19,Good
2026-07-05,10010,Sulphur Dioxide,2.15,1.1,2,Good
2026-07-05,10010,Carbon Monoxide,158.08,1.4,2,Good
2026-07-05,10010,Overall,,79.1,133,Unhealthy for Sensitive Groups
2026-07-06,10010,PM2.5,11.97,67.2,71,Moderate
2026-07-06,10010,PM10,12.96,17.5,19,Good
2026-07-06,10010,Ozone,75.0,40.0,84,Moderate
2026-07-06,10010,Nitrogen Dioxide,15.6,7.7,12,Good
2026-07-06,10010,Sulphur Dioxide,1.33,1.0,1,Good
2026-07-06,10010,Carbon Monoxide,143.67,1.2,2,Good
2026-07-06,10010,Overall,,67.8,84,Moderate
2026-07-07,10010,PM2.5,5.71,38.8,56,Moderate
2026-07-07,10010,PM10,5.85,6.8,12,Good
2026-07-07,10010,Ozone,65.88,31.4,36,Good
2026-07-07,10010,Nitrogen Dioxide,12.88,6.4,10,Good
2026-07-07,10010,Sulphur Dioxide,1.29,1.0,1,Good
2026-07-07,10010,Carbon Monoxide,175.29,2.0,2,Good
2026-07-07,10010,Overall,,39.9,56,Moderate
2026-07-08,10010,PM2.5,11.78,42.0,54,Moderate
2026-07-08,10010,PM10,12.08,7.1,11,Good
2026-07-08,10010,Ozone,82.96,41.7,89,Moderate
2026-07-08,10010,Nitrogen Dioxide,18.41,9.0,25,Good
2026-07-08,10010,Sulphur Dioxide,1.5,1.0,1,Good
2026-07-08,10010,Carbon Monoxide,177.0,2.0,2,Good
2026-07-08,10010,Overall,,49.9,89,Moderate
2026-07-09,10010,PM2.5,13.62,58.4,60,Moderate
2026-07-09,10010,PM10,14.11,12.6,14,Good
2026-07-09,10010,Ozone,79.04,43.3,85,Moderate
2026-07-09,10010,Nitrogen Dioxide,25.16,12.4,23,Good
2026-07-09,10010,Sulphur Dioxide,2.23,1.1,2,Good
2026-07-09,10010,Carbon Monoxide,189.29,2.0,2,Good
2026-07-09,10010,Overall,,62.0,85,Moderate
2026-07-10,10010,PM2.5,15.2,61.0,62,Moderate
2026-07-10,10010,PM10,15.74,13.9,15,Good
2026-07-10,10010,Ozone,83.12,42.6,90,Moderate
2026-07-10,10010,Nitrogen Dioxide,20.8,10.3,23,Good
2026-07-10,10010,Sulphur Dioxide,1.97,1.0,1,Good
2026-07-10,10010,Carbon Monoxide,218.0,2.0,2,Good
2026-07-10,10010,Overall,,65.8,90,Moderate
2026-07-11,10010,PM2.5,16.23,63.3,65,Moderate
2026-07-11,10010,PM10,17.0,15.1,16,Good
2026-07-11,10010,Ozone,75.79,42.0,97,Moderate
2026-07-11,10010,Nitrogen Dioxide,27.28,13.4,29,Good
2026-07-11,10010,Sulphur Dioxide,1.89,1.0,1,Good
2026-07-11,10010,Carbon Monoxide,227.92,2.5,3,Good
2026-07-11,10010,Overall,,68.4,97,Moderate
2026-07-12,10010,PM2.5,20.32,67.3,72,Moderate
2026-07-12,10010,PM10,22.68,18.0,21,Good
2026-07-12,10010,Ozone,75.42,43.2,107,Unhealthy for Sensitive Groups
2026-07-12,10010,Nitrogen Dioxide,27.75,13.7,28,Good
2026-07-12,10010,Sulphur Dioxide,2.27,1.0,1,Good
2026-07-12,10010,Carbon Monoxide,190.46,1.8,2,Good
2026-07-12,10010,Overall,,73.0,107,Unhealthy for Sensitive Groups
2026-07-13,10010,PM2.5,19.26,69.6,71,Moderate
2026-07-13,10010,PM10,22.64,20.3,21,Good
2026-07-13,10010,Ozone,72.54,36.2,78,Moderate
2026-07-13,10010,Nitrogen Dioxide,22.41,11.1,19,Good
2026-07-13,10010,Sulphur Dioxide,2.14,1.1,2,Good
2026-07-13,10010,Carbon Monoxide,163.79,1.7,2,Good
2026-07-13,10010,Overall,,70.3,78,Moderate
2026-07-14,10010,PM2.5,23.24,66.7,74,Moderate
2026-07-14,10010,PM10,25.55,18.6,22,Good
2026-07-14,10010,Ozone,106.42,63.0,136,Unhealthy for Sensitive Groups
2026-07-14,10010,Nitrogen Dioxide,12.99,6.5,12,Good
2026-07-14,10010,Sulphur Dioxide,2.21,1.0,2,Good
2026-07-14,10010,Carbon Monoxide,171.54,2.0,2,Good
2026-07-14,10010,Overall,,84.5,136,Unhealthy for Sensitive Groups
2026-07-15,10010,PM2.5,26.81,87.3,91,Moderate
2026-07-15,10010,PM10,27.72,27.7,29,Good
2026-07-15,10010,Ozone,98.42,59.8,99,Moderate
2026-07-15,10010,Nitrogen Dioxide,11.32,5.7,13,Good
2026-07-15,10010,Sulphur Dioxide,1.83,1.0,1,Good
2026-07-15,10010,Carbon Monoxide,157.54,1.7,2,Good
2026-07-15,10010,Overall,,88.5,99,Moderate
2026-07-16,10010,PM2.5,47.83,95.5,126,Unhealthy for Sensitive Groups
2026-07-16,10010,PM10,49.12,30.5,43,Good
2026-07-16,10010,Ozone,99.83,61.8,142,Unhealthy for Sensitive Groups
2026-07-16,10010,Nitrogen Dioxide,16.36,8.1,15,Good
2026-07-16,10010,Sulphur Dioxide,1.94,1.0,1,Good
2026-07-16,10010,Carbon Monoxide,167.25,1.5,2,Good
2026-07-16,10010,Overall,,100.5,142,Unhealthy for Sensitive Groups
2026-07-17,10010,PM2.5,46.7,148.3,155,Unhealthy
2026-07-17,10010,PM10,48.05,51.5,55,Moderate
2026-07-17,10010,Ozone,87.42,46.5,82,Moderate
2026-07-17,10010,Nitrogen Dioxide,19.89,9.8,34,Good
2026-07-17,10010,Sulphur Dioxide,1.57,0.8,1,Good
2026-07-17,10010,Carbon Monoxide,177.58,1.8,2,Good
2026-07-17,10010,Overall,,148.3,155,Unhealthy
2026-07-18,10010,PM2.5,57.04,127.7,152,Unhealthy
2026-07-18,10010,PM10,59.18,43.8,53,Moderate
2026-07-18,10010,Ozone,89.58,39.1,49,Good
2026-07-18,10010,Nitrogen Dioxide,23.32,11.5,31,Good
2026-07-18,10010,Sulphur Dioxide,2.11,1.0,1,Good
2026-07-18,10010,Carbon Monoxide,187.96,2.0,2,Good
2026-07-18,10010,Overall,,127.7,152,Unhealthy
2026-07-19,10010,PM2.5,13.68,102.2,151,Unhealthy
2026-07-19,10010,PM10,13.97,32.4,52,Moderate
2026-07-19,10010,Ozone,79.67,41.4,48,Good
2026-07-19,10010,Nitrogen Dioxide,10.34,5.1,19,Good
2026-07-19,10010,Sulphur Dioxide,1.0,0.5,1,Good
2026-07-19,10010,Carbon Monoxide,209.75,2.1,3,Good
2026-07-19,10010,Overall,,102.2,151,Unhealthy
2026-07-20,10010,PM2.5,15.37,61.6,64,Moderate
2026-07-20,10010,PM10,16.33,14.3,16,Good
2026-07-20,10010,Ozone,83.83,41.2,101,Unhealthy for Sensitive Groups
2026-07-20,10010,Nitrogen Dioxide,16.66,8.2,17,Good
2026-07-20,10010,Sulphur Dioxide,1.73,0.8,1,Good
2026-07-20,10010,Carbon Monoxide,151.62,1.6,2,Good
2026-07-20,10010,Overall,,69.0,101,Unhealthy for Sensitive Groups
2026-07-21,10010,PM2.5,13.06,60.4,62,Moderate
2026-07-21,10010,PM10,14.85,14.7,16,Good
2026-07-21,10010,Ozone,92.83,48.0,79,Moderate
2026-07-21,10010,Nitrogen Dioxide,13.99,6.9,17,Good
2026-07-21,10010,Sulphur Dioxide,1.53,1.0,1,Good
2026-07-21,10010,Carbon Monoxide,160.25,1.7,2,Good
2026-07-21,10010,Overall,,61.4,79,Moderate
